Dependiente-Transportador de Mercacía,Universitario,Servicio,Propio,III,,516625a7-20a0-5684-8c52-a9d46aefda62
Distribudorde Publicaciones,Universitario,Servicio,Propio,III,,2fecd8b7-fc0b-5f24-b519-85ac54ed6638
Encargado de Actividades Generales,Universitario,Servicio,Propio,VI,,86d487b1-5c4c-5338-b476-5fbd87a2f674
Encargado de Albergue de Becarios,Universitario,Servicio,Propio,III,,0de4ecad-587f-54bd-9a7f-6627250fb177
Encargado de Casa  de Visita,Universitario,Servicio,Propio,III,,72650b26-13e0-594e-92f2-da8c9e4ec97f
Encargado de Medios Audiovisuales,Universitario,Servicio,Propio,II,,ab14227c-251a-51a9-94cf-35eccd2a21e4
Encargado de Piquera,Universitario,Servicio,Propio,III,,3216f8da-5602-5054-9b4c-4c12a82aae00
Encargado de  Recepcion y Pizarra Telefonica,Universitario,Servicio,Propio,III,,536eeee5-9a87-5029-9a55-9474db90b11c
Encaragado del Aseguramiento de Servicios Especiales,Universitario,Servicio,Propio,IV,,8ca284ce-0ef1-56c2-acd9-218e6294edac
Fotógrafo de Medios Audiovisuales,Universitario,Servicio,Propio,V,,36a07b5e-196e-5080-970a-b633ccf19f1c
Gestionador de Visas y Pasajes Internacionales,Universitario,Servicio,Propio,VI,,ab9a967a-0b98-5471-9394-7d9fc03ea29e
Mensajero,Universitario,Servicio,Propio,II,,27a5046e-f795-5722-af7a-dde979f5d9ae
Oficial de Guardia Operativo,Universitario,Servicio,Propio,IV,,b2577504-cb35-5eb7-b4df-0236bcae8a61
Operador de  Audio,Universitario,Servicio,Propio,III,,5c9d3620-d5fc-5a43-8fbf-2da8f6bc0a80
Operador de Planta y Radio Base,Universitario,Servicio,Propio,III,,77463fe6-1ad9-5ab5-bd06-48e058449b88
Operador de Puesto de Control,Universitario,Servicio,Propio,III,,37b9ca4a-4563-5360-9c62-9f6f0b3a4eee
Pantrista,Universitario,Servicio,Propio,II,,877fd8cf-de02-5a50-905a-67f16ddb23d0
Operador de Sistemas de Comunicaciones,Universitario,Servicio,Propio,IV,,650ee7c9-0082-50bc-9eb4-e31358382afc
Recaudador de Comedores,Universitario,Servicio,Propio,II,,a2a60951-017f-5145-82d0-9655276a4d7f
Recepcionista,Universitario,Servicio,Propio,II,,dcbd3cde-4ffd-51c4-a4cf-136aacc26806
Recibidor-Chequeador de Carga,Universitario,Servicio,Propio,III,,72ef054b-2677-59dd-97dc-76a92352319b
Sereno,Universitario,Servicio,Propio,II,,6aad7673-7e07-5bb0-9eeb-612e409bc572
Ayudante,Universitario,Operario,Propio,II,,ff7c04a3-6ea9-513c-b649-f12c07f251cd
Cerrajero,Universitario,Operario,Propio,III,,635019d9-beb7-503d-9d76-7ea795fc13a5
Jardinero,Universitario,Operario,Propio,III,,7d6560ab-8816-5769-b8cc-0645dc169b2c
Operador de Compresores,Universitario,Operario,Propio,III,,4194fa31-1c22-5964-aa37-2a5aa006350d
Operador de Calderas,Universitario,Operario,Propio,IV,,65b185ab-3809-5b25-af80-85be401291a5
Operador General de Mantenimiento,Universitario,Operario,Propio,IV,,6e4b49b0-02cc-5f4e-8b22-e77d47c1418f
Electrisista Instalador,Universitario,Operario,Propio,V,,e638db2c-8833-595b-9d28-b9cc654d89c9
Mecánismo Diesel "B",Universitario,Operario,Propio,V,,692b0f59-c87e-5301-a8ec-e3feb2612d93
Mecánico de Equipos de Oficinas Estándar y Electrónicos,Universitario,Operario,Propio,V,,07e0f4fa-fc30-523a-8d66-0606e3ab465d
Mecánico en Climatización y Refrigeración,Universitario,Operario,Propio,V,,b7451bfc-d336-5a7a-9926-8cf0adaa7bdd
Operador de Montacarga,Universitario,Operario,Propio,V,,cead6924-9cc4-514e-804e-1d97bde7b0be
Operador "C" de Grupo Electrógeno,Universitario,Operario,Propio,V,,994a0e51-df8c-5214-8f65-60de3515c263
Pintor Rotulista,Universitario,Operario,Propio,V,,03d355c7-fbfd-554f-ab3d-2834fe133621
Electricista Enrollador "C",Universitario,Operario,Propio,V,,a47114e1-c6b0-5739-a5fa-b5c5adfeeff9
Electricista Montador "C",Universitario,Operario,Propio,V,,30d6d559-d942-5fee-8b72-944785a1d038
Electricista de Mantenimiento "C" ,Universitario,Operario,Propio,V,,2de122b2-0935-555e-85e2-e90974b3fe8e
Operador B de Grupo Electrógeno,Universitario,Operario,Propio,VI,,88730672-4bbc-52bf-9778-203de76a75c0
Mecánico de Equipos de Detención Aduanal,Universitario,Operario,Propio,VI,,1c863df3-6ab6-5472-8ba4-856cb45f2529
Electricista Enrollador "B",Universitario,Operario,Propio,VI,,c2c7f3a1-2e47-5092-b736-ad4bc079aa63
Electricista Montador "B",Universitario,Operario,Propio,VI,,094e23f5-4295-5b7d-aac6-8d7bc1ab0164
Electricista de Mantenimiento "B",Universitario,Operario,Propio,VI,,a291adb6-4ea3-5e12-8066-d9005241619c
Albañil Reverberista "B",Universitario,Operario,Propio,VI,,c99ff759-f8e4-51fd-b8b0-200445078c56
Mecánico Diesel "A",Universitario,Operario,Propio,VII,,242962e6-21e8-5b9f-966e-01de89b22165
Operador "A" de Grupo Electrógeno,Universitario,Operario,Propio,VII,,5db4eea8-a6bd-5243-b2d2-90aa26880180
Albañil Reverberista "A",Universitario,Operario,Propio,VII,,cb51b2c9-cacc-5007-8eaf-cff1f7706181
Electricista Enrollador "A",Universitario,Operario,Propio,VIII,,acc30d28-3a88-5a66-a670-dea03bb6d908
Electricista Montador "A",Universitario,Operario,Propio,VIII,,75f3d602-c1cd-5496-8726-55c0ec34e165
Electricista de Mantenimiento "A",Universitario,Operario,Propio,VIII,,8e1e7d0a-c7ad-5394-a89b-f896f00d9a99
Archivero,Universitario,Administrativo,Propio,III,,d1c97b71-9af0-59c9-ad0f-accc2822fdf2
Auxiliar de Oficina,Universitario,Administrativo,Propio,III,,8db1e504-2fe7-5ea0-8ad7-4535a7a141f1
Contador C,Técnico Medio,Técnico,Propio,X,,e59c0646-77b4-523e-97e7-0b410f0d2cbc
Archivero Especializado,Universitario,Administrativo,Propio,IV,,a1f3590b-3256-5a40-9421-0058a09613b1
Cajero Recaudador,Universitario,Administrativo,Propio,IV,,d8c24876-bb51-5adb-ac34-056a40ee4868
Investigador Verificador,Universitario,Administrativo,Propio,IV,,c8d89088-c053-5171-bcd5-d9fddc750dd2
Legalizador-Controlador de Firmas,Universitario,Administrativo,Propio,IV,,0eaa9c3a-8928-51a5-8bde-fcd9fdf2af33
Oficinista,Universitario,Administrativo,Propio,IV,,3bd5b1e3-9a8f-5252-8c6c-28d7deabd2e8
Asistente Operativo,Universitario,Administrativo,Propio,V,,9a04ba60-82a2-54b2-8662-1a9fcdfb8ac6
Auxiliar de Asuntos Jurídicos,Universitario,Administrativo,Propio,V,,d6dc955f-6360-5ad0-b6a9-2c3c2abb5a54
Auxiliar de Fuerza de Trabajo,Universitario,Administrativo,Propio,V,,c499fbca-18b7-562b-ab89-9dfa6ba3f8aa
Auxiliar Económico,Universitario,Administrativo,Propio,V,,ee5b03e7-7753-5eb0-abbb-4e37cf3b5f66
Auxiliar de Redacción y Corrección,Universitario,Administrativo,Propio,V,,89366e24-8845-5437-840e-e61f1e7d3900
Auxiliar Técnico,Universitario,Administrativo,Propio,V,,0b1fd70c-109c-541f-b8e0-8dedfc14af89
Controlador-Facturador,Universitario,Administrativo,Propio,V,,0b7e8e9b-d22f-5b45-a214-3c34ba17c01f
Encargado de Control de Expediente Docente,Universitario,Administrativo,Propio,V,,ab40d772-d3cf-5907-b87e-5f3caea1bd67
Encargado de Distribución,Universitario,Administrativo,Propio,V,,c1370909-b65f-5f7f-ade9-dfce515328b9
Encargado de Relaciones Comerciales,Universitario,Administrativo,Propio,V,,453a7303-57ca-5647-bd60-86564c899193
Mecanógrafo Especializado,Universitario,Administrativo,Propio,V,,e4359f01-2e52-5838-b450-48f486039b91
Programador-Controlador,Universitario,Administrativo,Propio,V,,e232e2d4-4624-5fa3-a0ba-a67aa230eb0a
Revisador de Tarifas de Pasajes, Carga y Correo Nacional,Universitario,Administrativo,Propio,V,,4f89b8b8-da14-50c2-8a94-9134d8d3a67f
Taquimecanógrafo,Universitario,Administrativo,Propio,V,,fc5ffdd7-8373-5263-b1bd-2bd60c124ac9
Tramitador de Documentos,Universitario,Administrativo,Propio,V,,9a78a06f-8abc-5714-878e-f9b043911787
Cajero Pagador,Universitario,Administrativo,Propio,VI,,c4fda736-62c7-5d54-b265-7cb7e936ec5d
Revisador de Tarifas de Pasaje, Carga y Correo Nacional e Internacional,Universitario,Administrativo,Propio,VI,,6fe077c9-6851-5989-9e31-aa287da8992e
Auxiliar de Redacción y Corrección Bilingüe,Universitario,Administrativo,Propio,VII,,bef3f1db-b281-590e-b519-0ded50633aa8
Mecanógrafo Bilingüe,Universitario,Administrativo,Propio,VII,,932dbb27-54b2-585b-b544-f43811de4914
Colorista,Universitario,Técnico,Propio,VI,,76832105-1789-5423-93e9-b7001adf340c
Redactor de Publicaciones,Universitario,Técnico,Propio,VI,,4354d350-a25e-5266-a336-f1bbed6639eb
Secretaria,Universitario,Técnico,Propio,VI,,9c530cf3-5678-51f7-b073-0e4c1944eb54
Ténico B en Diseño Informacional,Universitario,Técnico,Propio,VI,,64259abe-a662-53b3-9e6e-2d0c0f783990
Técnicos en Ensayos Físicos Químicos y Mecánicos ,Universitario,Técnico,Propio,VI,,f9ad0b86-c6f4-54b7-be05-129348b60f42
Técnicos en Fundición de Metales Ferrosos y no Ferrosos,Universitario,Técnico,Propio,VI,,c0fc17bf-f65d-5b4d-9e4f-b63376598c1d
Técnicos en Galvanotécnia,Universitario,Técnico,Propio,VI,,94298e9f-0271-5aef-a13b-f476d715ae79
Técnico de Mantenimiento Preventivo Planificado,Universitario,Técnico,Propio,VI,,8e89b848-f1c6-577b-9716-d0d912af4621
Diseñador B Industrial ,Universitario,Técnico,Propio,VII,,d48c09f7-e07d-5692-8efd-acfe190b002a
Diseñador, Realizador Publicitario,Universitario,Técnico,Propio,VII,,4a140b80-68c5-55c0-9353-09296d62adf7
Gestor C de Archivo Central,Universitario,Técnico,Propio,VII,,3da4986b-9c12-5dc5-8330-de13b8f0f428
Procurador de Contratos, Seguros y Reclamaciones,Universitario,Técnico,Propio,VII,,dfb22644-9ee1-5cfe-9d05-ccebde7752e1
Secretaria Ejecutiva,Universitario,Técnico,Propio,VII,,bbc9ba6f-e2d8-5416-8b20-efdee245ad8c
Secretaria Bilingüe,Universitario,Técnico,Propio,VII,,ede97be2-e0f3-57fb-8d60-cb5c15859a8f
Técnico A en Diseño Intermacional,Universitario,Técnico,Propio,VII,,e2b14bef-786f-57ac-8514-0faeab387afb
Técnico B en Gestión de Recursos Humanos,Universitario,Técnico,Propio,VII,,6a1da3cf-287d-51b6-a601-062310d683d7
Técnico B en Gestión Económica,Universitario,Técnico,Propio,VII,,5d59dc5d-b6ac-5540-8164-72e2faeb75b7
Técnico en Abastecimiento Técnico Material,Universitario,Técnico,Propio,VII,,da2c15ad-85a7-514c-9d9e-dcc93b619e68
Técnico en Asistencia y Atención a Delegaciones Extranjeras,Universitario,Técnico,Propio,VII,,714b95ee-3b78-5ed8-b277-0014b20603d7
Técnico en Asistencia Técnica,Universitario,Técnico,Propio,VII,,8b83e840-7b5c-5bef-85c9-cf37be840900
Técnico en Climatización y Refrigeración,Universitario,Técnico,Propio,VII,,f15d5d59-d258-5d8a-8bf9-5b2b648f680f
Técnico en Divulgación y Propaganda,Universitario,Técnico,Propio,VII,,ac0b4d9a-5908-59b5-94a9-58c96a75c3bb
Técnico en Documentación Secreta,Universitario,Técnico,Propio,VII,,50629c98-181f-50b2-abef-f49177e9cf39
Técnico en Gestión Documental,Universitario,Técnico,Propio,VII,,e68656d1-1c0e-5a90-88d9-3c181b957afe
Técnico en Información y Bibliotecología,Universitario,Técnico,Propio,VII,,8ef875bf-e14d-56df-a68a-b9dcb264097b
Técnico B en Atención a Combatientes y Familiares,Universitario,Técnico,Propio,VII,,f9a8cace-3d30-50ea-88d0-739ab23ada41
Técnico B en Atención a la Población,Universitario,Técnico,Propio,VII,,a2393407-2ac9-5ba2-ad40-fc48204965b9
Técnico en Protención Física y Secreto Estatal,Universitario,Técnico,Propio,VII,,85b19901-4c3f-510e-8c6c-0598b5703f36
Auditor B Asistente,Universitario,Técnico,Propio,VIII,,3f65fc9b-857b-5866-a57f-6902e5d81c9e
Balancista Distribuidor,Universitario,Técnico,Propio,VIII,,32caec96-480c-5b32-9c21-62efde07d376
Consultor D,Universitario,Técnico,Propio,VIII,,12e98569-693e-53cd-9944-9e1da29908ed
Contador D,Universitario,Técnico,Propio,VIII,,2a35a605-0cfd-568a-94ac-c1ab931def74
Interprete B Bilateral,Universitario,Técnico,Propio,VIII,,5100fffa-c6de-5032-9056-b9b2d099227b
Técnico A en Gestión Económica,Universitario,Técnico,Propio,VIII,,c5325ecc-2c20-5303-9721-4b28fb3caedf
Técnico A en Atención a la Población,Universitario,Técnico,Propio,VIII,,2de6811d-1192-5827-98f2-9c63cd51b612
Técnico A en Atención a Combatientes y Familiares,Universitario,Técnico,Propio,VIII,,d51ec7ab-60e7-5733-8a07-0d0a4b4556f8
Técnico A en Gestión de Recursos Humanos,Universitario,Técnico,Propio,VIII,,acdee450-44b8-573e-98bf-4cfd5ec846f1
Técnico en Ahorro y uso Racional de la Energía,Universitario,Técnico,Propio,VIII,,9c70f28a-7245-55ca-aa14-64b6ed95436e
Técnico en Ciencias Informáticas,Universitario,Técnico,Propio,VIII,,f434f52a-218e-54f2-8477-01482ba8533d
Técnico en Gestión Comercial,Universitario,Técnico,Propio,VIII,,fbff6619-b092-558d-8266-6f080611c319
Técnico en Gestíon de la Calidad,Universitario,Técnico,Propio,VIII,,f952a245-3caf-514c-a2f3-9435fb9d9b92
Técnico en Metrología,Universitario,Técnico,Propio,VIII,,7dd05d19-3c0e-5de3-8866-cfd2e9898dde
Técnico en Normalización,Universitario,Técnico,Propio,VIII,,aa9063c0-16bf-5166-895b-bdfa4f467276
Técnico en Produción,Universitario,Técnico,Propio,VIII,,1d4cefa2-8df8-50a9-afd7-c10b7d262daf
Técnico en Seguridad y Salud en el Trabajo ,Universitario,Técnico,Propio,VIII,,3b178917-e33d-5c43-a066-df782ff70682
Técnico para la Defensa y Defensa Civil,Universitario,Técnico,Propio,VIII,,0fdca1f9-8638-583f-af1b-2c5ace21e775
Técnico Tramitador ante Aduanas,Universitario,Técnico,Propio,VIII,,033f05e0-795d-5387-a730-18ecb537cc5e
Traductor B,Universitario,Técnico,Propio,VIII,,91ceb796-2bfd-549a-aaa0-62277bff9d3b
Psicometrista,Universitario,Técnico,Propio,VIII,,545209ac-4048-5be6-b778-9c5c2c07a3dd
Analista B en Producción,Universitario,Técnico,Propio,IX,,ab3cf0cf-198b-59d0-a18a-9bebc2a429ea
Especialista B en Asistencia y en Atención a Delegaciones Extranjeras,Universitario,Técnico,Propio,IX,,aafc23f6-fc48-527e-a754-e156cbfffe41
Especialista B en Asistencia Técnica,Universitario,Técnico,Propio,IX,,a3c66dee-e52f-5dc6-9939-7f8e116886d6
Especialista B en Divulgación y Propaganda,Universitario,Técnico,Propio,IX,,7a137b04-0f67-5e06-ab7e-27180e2ae7f5
Especialista C del Fórum de Ciencia y Técnica,Universitario,Técnico,Propio,IX,,27ca405f-46e4-5326-af34-4a6f3d9e6716
Especialista en Ensayos Físicos Químicos y Mecánicos,Universitario,Técnico,Propio,IX,,d6922275-d832-5e4a-9162-9b06f1cb96e1
Especialista en Registro y Control del Personal Especial,Universitario,Técnico,Propio,IX,,44d6ae4d-17f1-5173-a71a-d67aa94c4b74
Especialista en Protección Física y Secreto Estatal,Universitario,Técnico,Propio,IX,,42cb5859-be3c-5642-b1ab-c6ddf1af2eeb
Expositor,Universitario,Técnico,Propio,IX,,c537e6c8-acd9-57bf-9088-08173e046772
Gestor B de Archivo Central,Universitario,Técnico,Propio,IX,,a747c96a-7027-5381-85fe-63ebcad085f1
Gestor B en Comunicación y Marketing,Universitario,Técnico,Propio,IX,,224058b7-48a4-545a-a64b-695d33a0c261
Psicólogo B Laboral,Universitario,Técnico,Propio,IX,,ab942141-7137-5c59-b1e7-dd54c4d77408
Analista A en Producción,Universitario,Técnico,Propio,X,,ba54ad5a-5918-59ff-ae48-3aa713f181e7
Asesor C Jurídico,Universitario,Técnico,Propio,X,,3534931e-b760-57f1-94a1-80582957e08c
Asistente del Consejo de Administración Provincial,Universitario,Técnico,Propio,X,,2fc1ce6f-c10b-58b3-a0cb-2900bfa7c1bc
Auditor A Asistente,Universitario,Técnico,Propio,X,,c35151e9-8f16-50a8-a2ea-138e23a4eae1
Consultor C,Universitario,Técnico,Propio,X,,3c895490-5f1c-5b77-83c5-925bd5bfdea1
Diseñador A Industrial,Universitario,Técnico,Propio,X,,b3b0489d-180c-57d9-a170-5e3eb8356cb2
Especialista B del Fórum de Ciencia y Técnica,Universitario,Técnico,Propio,X,,8cae0eb6-1fc2-52ac-b8cd-bff366cefc03
Especialista B en Abastecimiento Técnico Material,Universitario,Técnico,Propio,X,,90fbd089-18aa-559b-824b-b4b8daa7f6c0
Especialista B en Diseño,Universitario,Técnico,Propio,X,,1a517149-cb5e-5a3f-8da0-b479f04e9992
Especialista B para la Defensa y Defensa Civil,Universitario,Técnico,Propio,X,,104d9e39-ce1c-5f3c-8ee0-e6c8f3e89768
Especialista C en Ahorro y Uso Racional de la Energía,Universitario,Técnico,Propio,X,,e38fbab3-6732-5e3e-9197-da701678af40
Especialista C en Ciencias Informáticas,Universitario,Técnico,Propio,X,,b15d1a98-77f8-5618-a2f6-06aeb8693fd8
Especialista C en Gestión Comercial,Universitario,Técnico,Propio,X,,0f18fc13-5c87-5727-8cd3-773481997b2a
Especialista C en Gestión Documental,Universitario,Técnico,Propio,X,,d1dbf72f-b757-550e-aa81-1f89c1625ad0
Especialista C en Gestión de Recursos Humanos,Universitario,Técnico,Propio,X,,a1147ff7-75a6-543a-bed9-3766a863fdd7
Especialista C en Gestión de la Calidad,Universitario,Técnico,Propio,X,,67d5f845-d7fa-59a7-8fe3-a743d2fe664b
Especialista C en Gestión Económica,Universitario,Técnico,Propio,X,,1d07c8f8-2943-5404-ab85-7b43bb4c2261
Especialista C en Inversiones,Universitario,Técnico,Propio,X,,4fb05ab0-61d1-54f0-8364-39b79c7efcd2
Especialista C en Metrología,Universitario,Técnico,Propio,X,,eccd4928-0060-509a-a43c-8c2d1839cf85
Especialista C en Normalización,Universitario,Técnico,Propio,X,,1a970849-15d4-5f71-8c83-48836192a8c2
Especialista C en Seguridad y Salud en el Trabajo,Universitario,Técnico,Propio,X,,c1b305b9-7af7-50b4-a17f-b049325c22f7
Especialista en Atención a la Población,Universitario,Técnico,Propio,X,,692699a4-a078-5193-8831-62ce2f25d18c
Especialista en Climatización y Refrigeración,Universitario,Técnico,Propio,X,,87da4bc9-a5ee-534a-9356-a9248ad3ee1d
Especialista Tramitador ante Aduanas,Universitario,Técnico,Propio,X,,8389a529-24f8-5cc3-9297-12876e01fc7a
Interprete A Bilateral,Universitario,Técnico,Propio,X,,4d62e55f-a460-5e00-ae74-0d82c5e0804b
Psicólogo A Laboral,Universitario,Técnico,Propio,X,,f9b6b3b6-3c1c-5875-99a8-49add1902ea5
Sistematizador C,Universitario,Técnico,Propio,X,,7c49d782-f162-5b27-9be3-f23faf8cf72c
Traductor A,Universitario,Técnico,Propio,X,,604f506a-d69f-5bf5-8667-70566a4c4b3f
Asesor B Jurídico,Universitario,Técnico,Propio,XI,,cacd60cb-c9dd-52d4-8d74-5014a13f3ab7
Auditor Adjunto,Universitario,Técnico,Propio,XI,,0e83cff9-f09b-5bc4-9db4-c6b56bc3eb04
Consultor B,Universitario,Técnico,Propio,XI,,23cf727c-52a1-585c-b544-63e682238b0a
Director de Ingeniería,Universitario,Ejecutivo,,,,2677a009-a7ba-56da-85eb-13b429aa9083
Contador B,Universitario,Técnico,Propio,XI,,0811f31d-7e30-5a1f-b918-a5637076a899
Gestor A de Archivo Central,Universitario,Técnico,Propio,XI,,89274e5f-a468-5c28-9de0-8b9e43cb2375
Gestor A en Comunicación y Marketing,Universitario,Técnico,Propio,XI,,05ea46e2-8c5b-52f9-84a5-b420cda40fde
Especialista A en Abastecimiento Técnico Material,Universitario,Técnico,Propio,XI,,6fb1e642-92ba-5836-977e-59a95a1cea0f
Especialista A en Asistencia Técnica,Universitario,Técnico,Propio,XI,,3347fad9-e952-5b23-bfb3-e8e817beb302
Especialista A en Asistencia y en Atención a Delegaciones Extranjeras,Universitario,Técnico,Propio,XI,,6066958f-c41e-543b-b89b-bca1f22ad118
Especialista A en Diseño,Universitario,Técnico,Propio,XI,,ca79a0ca-f27f-5dc2-9dd5-b5d2eb0cfba8
Especialista A en Divulgación y Propaganda,Universitario,Técnico,Propio,XI,,84d429dc-0ec1-5999-a59e-e996dae8f320
Especialista A para la Defensa y Defensa Civil,Universitario,Técnico,Propio,XI,,92a43416-e961-558c-9a85-f936e3b7dace
Especialista B en Ahorro y Uso Racional de la Energía,Universitario,Técnico,Propio,XI,,c24f7370-5932-561f-b577-4f4f7fc25869
Especialista B en Ciencias Informáticas,Universitario,Técnico,Propio,XI,,6258d38a-4cda-5334-85cd-826e96c8c4a2
Especialista B en Gestión Comercial,Universitario,Técnico,Propio,XI,,849ccde8-dd08-5bb7-aa47-b6c19be9f38c
Especialista B en Gestión Documental,Universitario,Técnico,Propio,XI,,8b1d0363-f430-5613-93d4-009bf17ec68c
Especialista B en Gestión de Recursos Humanos,Universitario,Técnico,Propio,XI,,547e0f5a-9623-555e-b5da-2254193e3936
Especialista B en Gestión de la Calidad,Universitario,Técnico,Propio,XI,,df17a7d5-4a7d-5bad-853d-9349ba5f879b
Especialista B en Gestión Económica,Universitario,Técnico,Propio,XI,,c3cbe03b-df22-5ee9-9f8f-54711d1290ea
Especialista B en Inversiones,Universitario,Técnico,Propio,XI,,77e706f8-3098-5327-9dd8-4b9054b1449e
Especialista B en Seguridad y Salud en el Trabajo,Universitario,Técnico,Propio,XI,,8bac2d04-a7e1-538f-93b1-6a45834b10ec
Especialista B en Metrología,Universitario,Técnico,Propio,XI,,01b0e821-c176-5b00-b00f-17e6a0d197f3
Especialista B en Normalización,Universitario,Técnico,Propio,XI,,03d27640-7f51-5667-9843-0c08cf0d0db2
Especialista B en Organismos Internacionales y en Colaboración Bilateral,Universitario,Técnico,Propio,XI,,d98affda-bcc0-5c03-8efa-a12926ce282a
Sistematizador B,Universitario,Técnico,Propio,XI,,a6ae6012-5950-5d88-9b8a-fff232d71eb4
Asesor A Jurídico,Universitario,Técnico,Propio,XII,,b40f24a9-6de9-5cc5-b984-76e3a690ecfe
Asesor Ejecutivo para la Defensa y Defensa Civil,Universitario,Técnico,Propio,XII,,2d2cd4d4-4e3b-54fb-8b39-7b16ab26c56b
Auditor Principal,Universitario,Técnico,Propio,XII,,9de6a8c2-2a88-5b93-bea5-3b024d0e4865
Consultor A,Universitario,Técnico,Propio,XII,,da057020-1571-58ae-838b-83367cca24fc
Contador A,Universitario,Técnico,Propio,XII,,15d51aed-d2db-53c4-bf49-b73bdf632082
Especialista A en Ahorro y Uso Racional de la Energía,Universitario,Técnico,Propio,XII,,c9d5c413-d86a-5ed5-acdd-a438b6e0b8a3
Especialista A en Ciencias Informáticas,Universitario,Técnico,Propio,XII,,fd1412d7-2c9f-52a0-9ccd-e36ba404c110
Especialista A del Fórum de Ciencia y Técnica,Universitario,Técnico,Propio,XII,,9cce08dc-3b35-5dd0-bec4-4b5379ca063a
Especialista A en Gestión Comercial,Universitario,Técnico,Propio,XII,,50a38c7b-42d7-5bc4-8b08-9b8cd3039bd1
Especialista A en Gestión Documental,Universitario,Técnico,Propio,XII,,9c1e53ae-0eb0-5b41-b99c-77be4a001990
Especialista A en Gestión de Recursos Humanos,Universitario,Técnico,Propio,XII,,3f6b1797-7181-5c16-898d-11b550e47131
Especialista A en Gestión de la Calidad,Universitario,Técnico,Propio,XII,,1e7e898e-6c41-5e97-976e-703b2d62ad79
Especialista A en Gestión Económica,Universitario,Técnico,Propio,XII,,1c5925e0-91fe-55a8-bd06-7aea0b94a1d1
Especialista A en Inversiones,Universitario,Técnico,Propio,XII,,30a9b086-fc1b-54ef-aae4-a7c17fa9ad0d
Especialista A en Seguridad y Salud en el Trabajo,Universitario,Técnico,Propio,XII,,cfa2a6de-bb23-58b7-9241-f4eb08b89d67
Especialista A en Metrología,Universitario,Técnico,Propio,XII,,2106e2a7-db24-50db-b69c-276c7bb4dcef
Especialista A en Normalización,Universitario,Técnico,Propio,XII,,8a88ac88-f440-5b81-a1fd-ef1791b3f3aa
Especialista A en Organismos Internacionales y en Colaboración Bilateral,Universitario,Técnico,Propio,XII,,4dea712f-20c2-5d72-a617-ab97cefd4a33
Sistematizador A,Universitario,Técnico,Propio,XII,,4c13644b-3ce4-509c-b5d5-f1c672daae21
Técnico en Edición,Universitario,Técnico,Común,VIII,,880c0642-d00e-5008-a613-a6758d85ba4b
Técnico en Sistemas de Conferencias y de Interpretación Simultánea,Universitario,Técnico,Común,VIII,,a303ace5-5ef5-5a1a-9cef-f24ddfc60342
Técnico de Organización y Control de los Grupos de Idiomas,Universitario,Técnico,Común,VIII,,b4b6310b-9c14-55f6-836c-c03745b0511e
Técnico de Servicios de Interpretación,Universitario,Técnico,Común,VIII,,77ad4ddb-0661-5ecd-9801-15d2ad3ed1e1
